0,20.0
1,0.0
2,0.0
3,1.0
4,4.0
5,1.0
6,2.0
7,7.0
8,2.0
9,100.0
10,55.0
11,23.0
12,26.0
13,2.0
14,20.0
15,19.0
16,14.0
17,6.0
18,7.0
19,6.0
20,28.0
21,14.0
22,5.0
23,5.0
24,8.0
25,2.0
26,6.0
27,4.0
28,2.0
29,10.0
30,10.0
31,9.0
32,10.0
33,3.0
34,3.0
35,109.0
36,5.0
37,26.0
38,2.0
39,624.0
40,200.0
41,200.0
42,42.0
43,26.0
44,35.0
45,12.0
46,15.0
47,25.0
48,25.0
49,25.0
50,25.0
51,932.0
52,378.0
53,846.0
54,684.0
55,333.0
56,63.0
57,66.0
58,64.0
59,138.0
60,28.0
61,0.0
62,8.0
63,7.0
64,6.0
65,5.0
66,275.0
67,221.0
68,2.0
69,0.0
70,2.0
71,2.0
72,3.0
73,1.0
74,3.0
75,2.0
76,2.0
77,0.0
78,1.0
79,4.0
80,2.0
81,2.0
82,2.0
83,2.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,1.0
90,0.0
91,0.0
92,0.0
93,2.0
94,2.0
95,1.0
96,0.0
97,0.0
98,2.0
99,2.0
100,0.0
101,0.0
102,1.0
103,2.0
104,2.0
105,0.0
106,1.0
107,1.0
108,1.0
109,0.0
110,1.0
111,0.0
112,2.0
113,200.0
114,4.0
115,16.0
116,14.0
117,10.0
118,688.0
119,30.0
120,934.0
121,5.0
122,0.0
123,5.0
124,40.0
125,50.0
126,712.0
127,960.0
128,4321.0
129,514.0
130,1500.0
131,59.0
132,266.0
133,331.0
134,696.0
135,184.0
136,202.0
137,64.0
138,64.0
139,22.0
140,849.0
141,4467.0
142,250.0
143,100.0
144,119.0
145,524.0
146,94.0
147,2.0
148,4.0
149,1664.0
150,950.0
151,72.0
152,40.0
153,2507.0
154,330.0
155,36.0
156,344.0
157,30.0
158,12.0
159,8.0
160,2.0
161,10.0
162,0.0
163,12.0
164,64.0
165,40.0
166,2.0
167,142.0
168,146.0
169,46.0
170,9.0
171,4.0
172,10.0
173,6.0
174,7.0
175,6.0
176,18.0
177,56.0
178,18.0
179,5.0
180,15.0
181,286.0
182,292.0
183,35.0
184,23.0
185,1.0
186,0.0
187,50.0
188,48.0
189,66.0
190,105.0
191,80.0
192,16.0
193,2.0
194,2.0
195,12.0
196,12.0
197,49.0
198,440.0
199,544.0
200,490.0
201,49.0
202,48.0
203,15.0
204,28.0
205,1489.0
206,5000.0
207,8.0
208,0.0
209,2.0
210,2.0
211,2.0
212,0.0
213,2.0
214,2.0
215,1.0
216,0.0
217,2.0
218,1.0
219,1.0
220,1.0
221,16.0
222,0.0
223,8.0
224,10.0
225,1.0
226,11.0
227,13.0
228,8.0
229,20.0
230,6.0
231,10.0
232,7.0
233,11.0
234,8.0
235,20.0
236,16.0
237,10.0
238,7.0
239,8.0
240,11.0
241,8.0
242,12.0
243,8.0
244,2.0
245,16.0
246,10.0
247,8.0
248,6.0
249,10.0
250,29.0
251,10.0
252,42.0
253,30.0
254,30.0
255,41.0
256,18.0
257,63.0
258,91.0
259,40.0
260,23.0
261,48.0
262,252.0
263,45.0
264,22.0
265,127.0
266,3.0
267,124.0
268,124.0
269,22.0
270,2.0
271,0.0
272,5.0
273,5.0
274,4.0
275,4.0
276,5.0
277,5.0
278,4.0
279,5.0
280,4.0
281,4.0
282,3.0
283,4.0
284,5.0
285,4.0
286,5.0
287,5.0
288,5.0
289,5.0
290,5.0
291,5.0
292,5.0
293,5.0
294,1.0
295,10.0
296,1.0
297,1.0
298,0.0
299,2.0
300,2.0
301,0.0
302,2.0
303,2.0
304,2.0
305,2.0
306,2.0
307,2.0
308,2.0
309,2.0
310,2.0
311,2.0
312,0.0
313,0.0
314,0.0
315,4.0
316,5.0
317,5.0
318,6.0
319,4.0
320,4.0
321,5.0
322,4.0
323,2.0
324,0.0
325,2.0
326,2.0
327,22.0
328,25.0
329,100.0
330,100.0
331,100.0
332,26.0
333,48.0
334,25.0
335,50.0
336,50.0
337,50.0
338,49.0
339,25.0
340,69.0
341,50.0
342,26.0
343,50.0
344,25.0
345,50.0
346,50.0
347,50.0
348,25.0
349,88.0
350,4.0
351,147.0
352,2.0
353,2.0
354,48.0
355,312.0
356,362.0
357,248.0
358,1601.0
359,2642.0
360,93.0
361,94.0
362,28.0
363,11.0
364,10.0
365,10.0
366,0.0
367,25.0
368,25.0
369,25.0
370,26.0
371,20.0
372,19.0
373,13.0
374,20.0
375,15.0
376,20.0
377,20.0
378,20.0
379,24.0
380,26.0
381,24.0
382,19.0
383,25.0
384,194.0
385,98.0
386,44.0
387,100.0
388,2.0
389,3032.0
390,70.0
391,442.0
392,0.0
393,0.0
394,8.0
395,96.0
396,2.0
397,40.0
398,66.0
399,74.0
400,46.0
401,30.0
402,30.0
403,2.0
404,2.0
405,4.0
406,88.0
407,10.0
408,86.0
409,286.0
410,398.0
411,56.0
412,0.0
413,0.0
414,0.0
415,54716.0
416,8.0
417,19.0
418,2.0
419,20.0
420,4.0
421,20.0
422,15.0
423,20.0
424,92.0
425,500.0
426,494.0
427,0.0
428,37.0
429,38.0
430,37.0
431,18.0
432,20.0
433,30.0
434,18.0
435,16.0
436,1278.0
437,5.0
438,112.0
439,5.0
440,21.0
441,30.0
442,36.0
443,127.0
