85051000 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0 0 0 0 0 0 0 0 0
91515090 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 110400 6138 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 110400 0 0 0 0 0 0 0 0 0
91630810 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 110600 5938 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 110600 0 0 0 0 0 0 0 0 0
91653380 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 114600 1938 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 114600 0 0 0 0 0 0 0 0 0
91710480 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 114600 2938 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 114600 0 0 0 0 0 0 0 0 0
91740440 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116200 1338 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116200 0 0 0 0 0 0 0 0 0
91749400 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 4038 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 0 0 0 0 0 0 0 0 0
91759160 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 7038 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 0 0 0 0 0 0 0 0 0
91811420 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 3738 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 116500 0 0 0 0 0 0 0 0 0
91820590 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117400 2838 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117400 0 0 0 0 0 0 0 0 0
91841740 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117400 2338 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 117400 0 0 0 0 0 0 0 0 0
91849490 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119738 0 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119738 4662 0 0 0 0 0 0 0 0
91859100 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119738 0 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 119738 10662 0 0 0 0 0 0 0 0
91918790 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 126738 0 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 126738 3662 0 0 0 0 0 0 0 0
91949190 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 127038 0 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 127038 3362 0 0 0 0 0 0 0 0
92012340 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 130400 6638 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 130400 0 0 0 0 0 0 0 0 0
92029550 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 130400 12638 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 130400 0 0 0 0 0 0 0 0 0
92042440 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 12638 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 0 0 0 0 0 0 0 0 0
92052660 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 18438 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 0 0 0 0 0 0 0 0 0
92102060 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 38438 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 0 0 0 0 0 0 0 0 0
92111990 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 38938 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 131400 0 0 0 0 0 0 0 0 0
92131580 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 132900 44438 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 132900 0 0 0 0 0 0 0 0 0
92201390 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 133200 57138 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 133200 0 0 0 0 0 0 0 0 0
92209360 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 133200 61538 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 133200 0 0 0 0 0 0 0 0 0
92222370 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 135200 60538 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 135200 0 0 0 0 0 0 0 0 0
92231720 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 137200 98238 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 137200 0 0 0 0 0 0 0 0 0
92253600 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 141900 98538 0 0 0 0 0 0 0 0 10.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 141900 0 0 0 0 0 0 0 0 0
92302190 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161538 0 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161538 162 0 0 0 0 0 0 0 0
92312370 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 9638 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 0 0 0 0 0 0 0 0 0
92320480 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 11138 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 0 0 0 0 0 0 0 0 0
92341620 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 12138 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 161900 0 0 0 0 0 0 0 0 0
92349680 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 162200 11838 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 162200 0 0 0 0 0 0 0 0 0
92411680 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 162200 17878 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 162200 0 0 0 0 0 0 0 0 0
92420560 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 10978 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 0 0 0 0 0 0 0 0 0
92433290 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 38278 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 0 0 0 0 0 0 0 0 0
92440540 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 44778 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 0 0 0 0 0 0 0 0 0
92451200 1 0 0 0 0 0 0 0 0 0.0 0.0 0.0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 47078 0 0 0 0 0 0 0 0 10.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 169100 0 0 0 0 0 0 0 0 0
92500180 1 76 172100 1736489 7940046 2614500 0 172100 1736489 10.09 10.49 9.94 10.09 10.1 10.11 10.12 10.13 10.14 10.15 10.16 10.17 10.18 75978 154300 97700 80600 100500 83400 83800 105500 125212 102400 10.08 10.07 10.06 10.05 10.04 10.03 10.02 10.01 10.0 9.99 68100 56200 87900 151900 128600 61000 66400 160200 385900 24100
93000190 1 78 7300 73657 8091746 2634800 0 179400 1810146 10.09 10.49 9.94 10.09 10.1 10.11 10.12 10.13 10.14 10.15 10.16 10.17 10.18 71178 154300 102700 92600 101800 83400 74800 105500 125212 103900 10.08 10.07 10.06 10.05 10.04 10.03 10.02 10.01 10.0 9.99 68100 56200 88900 152000 132600 61000 67200 170200 388300 24100
93002380 1 134 147500 1486984 9219687 3337000 0 326900 3297130 10.08 10.47 9.95 10.08 10.09 10.1 10.11 10.12 10.13 10.14 10.15 10.16 10.17 121380 102118 170400 80800 124840 167900 87200 170640 116900 139012 10.07 10.06 10.05 10.04 10.03 10.02 10.01 10.0 9.99 9.98 64200 214000 223800 323000 90100 89500 250500 494000 33200 121300
